YEAR,STATE_NAME,STATE_ABBREV,pmp2012,share-disreprot,share-disreport,reportable-drugs_State Schedule I,reportable-drugsState Schedule II,reportable-drugsState Schedule III,reportable-drugsState Schedule IV,reportable-drugsState Schedule V,reportable-drugs_Federal Schedule I,reportable-drugs_Federal Schedule II,reportable-drugs_Federal Schedule III,reportable-drugs_Federal Schedule IV,reportable-drugs_Federal Schedule V,reportable-drugs_Reportable Drugs Not Specified,must-access,prescriber-freq,share-dispecheck,dispenser-freq,share-stateagen,share-insurance,state-share,share-provision_Receiving state must allow reciprocity with this state,share-provision_Must have bilateral memorandum of understanding or data sharing agreement,share-provision_Only if other state has PDMP laws consistent with or similar to this state,share-provision_Physically bordering states only or higher priority,share-provision_None of the above restrictions
2007,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Missouri,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Montana,MT,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,Montana,MT,1,1,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2013,Montana,MT,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2014,Montana,MT,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2015,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2016,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2017,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2018,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2019,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2020,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2021,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2022,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2023,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2024,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2025,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2026,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2027,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2028,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2029,Montana,MT,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2011,Nebraska,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Nebraska,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Nebraska,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,Nebraska,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,Nebraska,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Nebraska,NE,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Nevada,NV,1,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Nevada,NV,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Nevada,NV,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Nevada,NV,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2012,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2013,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2014,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2015,Nevada,NV,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2016,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2017,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2018,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2019,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2020,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2021,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2022,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2023,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2024,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2025,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2026,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2027,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2028,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2029,Nevada,NV,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
2012,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2013,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2017,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2018,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2019,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2020,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2021,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2022,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2023,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2024,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2025,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2026,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2027,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2028,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2029,New Hampshire,NH,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0
2010,New Jersey,NJ,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2011,New Jersey,NJ,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2012,New Jersey,NJ,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2013,New Jersey,NJ,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2014,New Jersey,NJ,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
2015,New Jersey,NJ,1,1,5,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2016,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2017,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2018,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2019,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2020,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2021,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2022,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2023,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2024,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2025,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2026,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2027,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2028,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2029,New Jersey,NJ,1,1,3,0,1,1,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,0
2004,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,New Mexico,NM,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,New Mexico,NM,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2012,New Mexico,NM,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
2013,New Mexico,NM,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
2014,New Mexico,NM,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
2015,New Mexico,NM,1,1,3,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2016,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2017,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2018,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2019,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2020,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2021,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2022,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2023,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2024,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2025,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2026,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2027,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2028,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
2029,New Mexico,NM,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
1998,New York,NY,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,New York,NY,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,New York,NY,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,New York,NY,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,New York,NY,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,New York,NY,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2011,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2012,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2013,New York,NY,1,1,5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2014,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2015,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2016,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2017,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2018,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2019,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2020,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2021,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2022,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2023,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2024,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2025,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2026,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2027,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2028,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2029,New York,NY,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
2006,North Carolina,NC,1,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2007,North Carolina,NC,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2008,North Carolina,NC,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2009,North Carolina,NC,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2010,North Carolina,NC,1,1,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2011,North Carolina,NC,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2012,North Carolina,NC,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2013,North Carolina,NC,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2014,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2015,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2017,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2018,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2019,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2020,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2021,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2022,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2023,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2024,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2025,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2026,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2027,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2028,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2029,North Carolina,NC,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2007,North Dakota,ND,1,1,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2008,North Dakota,ND,1,1,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
